Customer Account # / Cliente,Average of Kg Surtigo
11714763,5.12
11715139,9.18
11716844,7.41
11716850,6.79
11718021,4.27
11718161,66.89
11718169,10.16
11718851,21.75
11719928,10.15
11720067,16.33
11720824,378.91
11721631,26.96
11721699,85.47
11721725,109.36
11722916,13.96
11723488,45.37
11724733,54.55
11725048,123.70
11727587,151.91
11728165,18.70
11728378,5.33
11728390,5.37
11728884,93.46
11729236,128.22
11729336,18.17
11730974,50.52
11731104,186.99
11731314,12.97
11731878,279.66
11731974,40.14
11733101,10.12
11733171,16.67
11733729,4.67
11733858,1.56
11733913,6.32
11734250,144.81
11734251,219.41
11734337,237.05
11734503,47.57
11734730,16.29
11734843,53.67
11735252,10.06
11735581,9.60
11735876,14.98
11735942,11.67
11736333,276.85
11736465,25.82
11738134,8.17
11738672,52.14
11739079,25.17
11739298,4.29
11739618,92.66
11740314,5.00
11741230,3.15
11742204,57.56
11742707,8.43
11744064,4.95
11744306,2.08
11745404,0.95
11745531,347.46
11745850,75.27
11746037,11.35
11746266,2.96
11746418,8.24
11746854,43.27
11746951,6.31
11747015,19.85
11747219,11.54
11748176,18.16
11748768,21.85
11750085,3.92
11750748,70.60
11750804,4.54
11751112,6.38
11751602,50.87
11751670,9.30
11752002,24.12
11752190,97.93
11752397,86.71
11752406,3.41
11752463,5.75
11752501,5.32
11752974,4.46
11753193,114.08
11754543,69.48
11754605,54.87
11754607,46.86
11754868,7.29
11755361,15.25
11755542,39.57
11755616,14.63
11756051,38.33
11756146,35.74
11756305,6.31
11756620,13.24
11756633,88.91
11756634,5.43
11757945,3.50
11758669,4.32
11759169,4.73
11759400,39.28
11759401,23.97
6340914,45.45
6341869,16.52
6342488,103.03
6342997,6.14
6345213,5.50
6345941,8.32
6346236,59.36
6346820,8.16
6347221,146.29
6347315,20.63
6347682,2.26
6348234,8.76
6348671,9.93
6348708,199.93
6349049,12.44
6349090,11.61
6349115,199.04
6349450,512.93
6349631,205.31
6349911,66.07
6350458,40.73
6351942,560.28
6352733,47.93
6353307,20.15
6353538,8.52
6353698,42.15
6354601,10.63
6355001,87.87
6355148,46.26
6355501,16.03
6355702,26.41
6356115,13.42
6358422,27.08
6361218,7.89
6377561,7.09
6406227,4.77
6419109,22.26
6422334,55.32
6425281,23.92
6431909,139.08
6438527,3.95
11549939,17.98
11557598,11.90
11558605,13.21
11558778,9.75
11558790,5.85
11558995,82.79
11564436,12.52
11569300,8.37
11569302,8.99
11569684,18.26
11572968,10.20
11572970,2.50
11572971,9.98
11572972,5.93
11578456,8.21
11578459,13.66
11583631,7.45
11607851,8.96
11607854,14.67
11607855,5.43
11607889,5.71
11613270,12.59
11615452,13.12
11616600,16.42
11616605,5.89
11616606,8.50
11627912,17.40
11627913,10.58
11631742,8.00
11633382,1.07
11633510,10.36
11637825,12.51
11642697,11.17
11642698,9.59
11659793,21.34
11660328,54.06
11660336,5.00
11664241,6.00
11665573,10.75
11667199,52.08
11668318,13.64
11670141,30.61
11670142,41.95
11670143,25.96
11670145,40.62
11670146,3.20
11670147,53.78
11670280,40.44
11670281,63.22
11670282,62.87
11670283,53.45
11670284,36.96
11670379,12.66
11670380,22.65
11672388,16.63
11672389,4.60
11672390,13.50
11672542,11.71
11675685,16.24
11675911,4.84
11676208,9.61
11676973,15.28
11678001,11.74
11678002,6.99
11678003,0.93
11678004,0.99
11679305,1.20
11679509,0.67
11680413,1.20
11681368,10.71
11682574,1.04
11682732,13.91
11682733,5.66
11683018,10.47
11683099,14.81
11683100,16.64
11684338,1.13
11684535,4.67
11684536,1.24
11684537,7.12
11684538,0.86
11684548,5.27
11684549,0.90
11684584,1.03
11684586,1.20
11684587,0.90
11684588,1.30
11684589,10.80
11684590,0.90
11684591,5.04
11684592,8.83
11684641,0.73
11684962,35.29
11685156,14.31
11685157,17.34
11686364,10.66
11686412,13.21
11690207,7.51
11690209,7.58
11692877,17.46
11692878,16.09
11692879,8.99
11692882,20.28
11692883,19.26
11692884,17.90
11692886,22.98
11693132,8.83
11693889,21.16
11693899,28.13
11694964,13.69
11694981,11.43
11695036,14.59
11695335,9.07
11695336,16.04
11695337,9.36
11695338,19.09
11695642,13.57
11698932,17.56
11698935,7.87
11700864,12.73
11702271,18.73
11702272,16.44
11702518,9.69
11702519,11.82
11702520,9.55
11702671,10.92
11704365,0.96
11704757,11.87
11704929,15.24
11704930,13.51
11705997,11.60
11706521,8.74
11706522,13.30
11706523,11.30
11707413,12.88
11707415,12.53
11707416,10.80
11707499,14.47
11707506,13.77
11707510,11.18
11707514,6.93
11708445,16.16
11708446,7.52
11710368,10.14
11710373,8.12
11710374,19.76
11711904,17.03
11711965,21.36
11711967,16.05
11711968,8.11
11711969,16.73
11711971,9.76
11713601,12.14
11713602,12.09
11713604,14.03
11713605,11.71
11713606,7.75
11713607,13.29
11713608,12.68
11714747,8.69
11714749,11.95
11714750,13.51
11714752,8.16
11714754,16.29
11714756,8.82
11714757,18.00
11714758,9.88
11715332,32.74
11715786,11.78
11715854,9.01
11715855,12.30
11715856,8.64
11715857,14.33
11715859,6.94
11715860,9.17
11715861,12.88
11715862,7.45
11719417,8.56
11719418,27.86
11720818,11.24
11720820,8.22
11722654,13.11
11722656,6.36
11723260,99.75
11723573,8.22
11723574,17.78
11723689,1.20
11727109,13.15
11727237,7.68
11727352,11.91
11728170,18.15
11728172,19.75
11728885,14.63
11728886,10.30
11728887,8.67
11728889,17.75
11728890,12.27
11729777,14.14
11729791,7.91
11729792,9.03
11730516,15.49
11732151,28.96
11732153,8.57
11733387,33.49
11733633,19.44
11733881,25.32
11733884,10.71
11733887,14.56
11734894,13.13
11734895,35.73
11734896,4.02
11734897,9.83
11734898,18.37
11735013,18.10
11735377,31.03
11735669,9.63
11735881,8.95
11735882,8.49
11735883,27.59
11735905,14.82
11735906,21.78
11735907,23.14
11735953,216.55
11737373,34.96
11737460,1.20
11737461,8.16
11737900,16.70
11738135,10.56
11739691,8.08
11740325,33.40
11740392,12.56
11741425,0.86
11746816,13.21
11747356,11.75
11748269,16.12
11748270,1.20
11748778,14.44
11750670,30.73
11750671,11.26
11750864,9.62
11750865,9.34
11751303,13.34
11751304,16.45
11752072,14.14
11752513,60.31
11753409,17.46
11753445,40.10
11753446,11.51
11754127,7.95
11754128,12.03
11754129,13.54
11754997,6.18
11755168,12.38
11755169,11.07
11755351,9.26
11755537,10.08
11756626,15.73
11756827,21.64
11756986,11.03
11757164,6.28
11757292,8.05
11758090,13.00
6240262,3076.98
6240266,8.35
6240270,11.79
6240272,6.94
6240273,4.55
6240275,6187.86
6240277,3.75
6240278,5.97
6240280,5.22
6240281,4.49
6240282,4.09
6240283,5.19
6240288,4.90
6240289,4.72
6240291,6.88
6240293,5.15
6240296,3.82
6240297,3.93
6240298,3.78
6240299,3.35
6240300,4.59
6240301,5.51
6240302,3.05
6240303,5.51
6240304,6.86
6240305,7.97
6240306,4.69
6240307,3.83
6240309,5.53
6240310,4.04
6240312,7.30
6240313,5.77
6240314,5.46
6240318,6.57
6240319,8.20
6240331,12.81
6240333,7.96
6240334,8.13
6240336,7.93
6240342,5.96
6240343,6.98
6240344,6.60
6240345,7.75
6240354,4.84
6240355,4.93
6240358,6.07
6240361,4.43
6240362,7.19
6240365,9.83
6240366,13.55
6240367,4.39
6240368,8.61
6240369,12.06
6240371,9.11
6240372,7.17
6240373,5.97
6240374,10.90
6240375,5.54
6240412,10.65
6240420,6.44
6240423,4.84
6240426,5.30
6240442,9.27
6240445,5.90
6240446,3.99
6240460,4.97
6240463,5.00
6240477,6.55
6240479,9.46
6240480,40.86
6240485,4.02
6240486,6.33
6240487,3.78
6240488,4.84
6240489,5.39
6240491,5.52
6240492,2.68
6240494,5.26
6240905,3.59
6240917,8.16
6240962,6.85
6240963,4.46
6240964,7.50
6240965,5.71
6240966,8.23
6241004,7.57
6241197,3.63
6241480,7.93
6241596,5.25
6241707,3.04
6241949,7.65
6242061,6.44
6242110,5.00
6242112,5.21
6242243,4.98
6242247,5.43
6242271,4.70
6242752,21.94
6242777,6.05
6243000,6.73
6243095,4.35
6243137,4.36
6243335,6.50
6243758,664.65
6243761,7097.18
6243767,639.34
6243779,8.41
6243788,5.75
6244270,2.09
6244271,5.28
6244466,4.70
6244746,7.25
6244831,5.36
6244872,207.52
6245111,6.87
6246491,5.66
6247245,284.59
6247246,205.93
6247247,477.94
6247248,421.68
6247249,225.04
6247250,180.15
6247251,160.12
6247643,160.13
6247644,237.28
6248281,182.37
6248414,9.00
6248956,3.06
6249294,4.75
6249296,4.89
6249297,221.17
6249572,27.08
6249582,643.66
6341299,56.84
6342017,270.02
6346073,18.33
6346078,16.39
6346080,0.75
6346083,9.36
6347519,9.61
6360900,17.29
6392818,32.75
6392819,34.79
6394056,45.75
6404081,46.84
6407760,55.46
6430703,56.82
6432225,1.35
11542163,1.97
11542522,5.54
11543074,2.09
11543085,73.30
11543422,3.52
11543487,1.31
11543494,5.56
11543765,2.15
11545814,1.44
11546780,1.48
11547283,14.31
11547538,3.32
11549705,1.66
11551607,9.57
11552505,0.59
11553759,4.84
11554326,4.92
11555148,2.89
11555220,3.88
11558187,4.05
11559913,2.69
11560006,1.85
11561139,1.91
11561193,2.67
11561942,2.46
11562694,3.14
11562809,8.21
11563054,2.97
11563348,2.85
11563730,4.91
11564882,3.85
11564973,2.34
11566520,58.53
11566735,1.62
11566741,3.81
11567215,5.66
11567266,1.95
11567341,1.87
11567781,4.11
11570083,2.55
11570085,2.05
11571456,9.01
11572804,2.77
11573178,4.17
11573330,1.52
11573596,2.35
11573598,2.87
11574743,2.27
11574936,2.36
11575102,2.38
11575464,9.36
11578461,2.41
11578793,2.48
11579285,25.47
11579770,5.26
11579853,5.67
11579950,8.81
11580360,1.85
11581362,1.77
11581492,25.91
11581496,2.43
11589050,18.41
11589124,8.25
11589148,5.60
11593350,2.45
11594460,2.70
11594829,1.70
11595008,0.78
11595576,6.85
11595579,10.38
11595582,3.18
11596648,7.72
11596651,3.00
11596664,49.30
11596669,3.13
11596671,4.50
11596674,13.91
11596675,1.80
11596676,13.58
11596678,33.27
11596692,1.65
11596694,3.67
11596697,7.66
11596704,4.79
11596724,22.56
11596728,2.13
11596731,165.51
11596754,1.79
11596758,4.99
11596787,1.20
11596792,5.56
11596793,8.51
11596798,2.48
11596801,7.13
11596813,4.27
11596831,4.12
11596834,5.79
11596868,7.03
11596869,441.55
11596874,19.94
11596882,9.92
11596892,4.18
11596898,1.45
11596899,482.93
11596906,10.05
11596913,1.51
11596915,10.98
11596926,1.35
11596928,25.77
11596935,3.05
11596944,6.52
11596952,16.89
11597003,4.33
11597008,10.38
11597011,5.53
11597013,17.53
11597016,2.62
11597019,18.27
11597020,4.84
11597022,39.70
11597035,23.13
11597052,6.12
11597070,42.09
11597080,3.03
11597101,5.13
11597122,59.55
11597126,3.68
11597133,15.73
11597136,2.11
11597140,3.16
11597147,13.34
11597154,3.55
11597156,2.10
11597158,2.63
11597160,2.00
11597163,2.01
11597182,6.87
11597186,30.28
11597194,3.94
11597198,6.22
11597207,3.68
11597214,2.20
11597216,7.61
11597226,4.94
11597229,1.52
11597232,2.11
11597238,11.69
11597239,5.15
11597246,13.55
11597248,6.55
11597251,13.69
11597261,3.49
11597262,5.12
11597271,4.78
11597280,6.72
11597282,5.13
11597283,6.38
11597293,5.98
11597308,8.72
11597312,7.50
11597323,4.94
11597327,30.97
11597329,2.48
11597331,2.50
11597339,4.22
11597342,6.05
11597345,10.85
11597360,8.10
11597363,14.77
11597366,20.29
11597405,1.80
11597408,5.46
11597417,6.06
11597420,19.51
11597423,2.00
11597429,23.93
11597434,2.51
11597439,2.71
11597441,1.72
11597456,8.86
11597457,1.70
11597467,9.90
11597470,4.09
11597471,2.47
11597480,3.13
11597483,2.95
11597486,2.54
11597490,15.27
11597493,51.00
11597496,4.77
11597502,2.39
11597510,14.02
11597536,3.95
11597541,1.31
11597568,3.39
11597574,3.31
11597580,2.62
11597581,3.27
11597582,10.61
11597588,4.32
11597595,5.71
11597620,3.44
11597621,4.42
11597625,8.03
11597653,12.92
11597656,6.63
11597661,32.33
11597701,1.14
11597704,35.42
11597709,3.39
11597712,12.38
11597723,27.38
11597727,99.73
11597731,23.77
11597740,4.22
11597766,1.77
11597780,6.75
11597783,12.25
11597785,84.66
11597793,5.16
11597795,8.06
11597813,2.62
11597818,4.28
11597825,11.22
11597832,10.17
11597842,9.50
11597868,2.77
11597877,1.76
11597890,4.27
11597892,0.96
11597898,1.54
11597926,4.14
11597932,10.42
11597941,25.06
11597964,4.01
11597978,2.70
11598002,1.66
11598016,4.80
11598038,7.40
11598059,3.39
11598111,1.96
11598115,6.55
11598116,3.88
11598117,4.49
11598133,32.47
11598138,21.86
11598142,3.98
11598159,5.55
11598164,4.30
11598195,4.83
11598205,24.09
11598208,4.23
11598231,7.74
11598237,4.88
11598239,5.61
11598297,5.52
11598303,2.91
11598304,5.17
11598305,15.38
11598306,4.57
11598319,1.89
11598329,14.44
11598339,2.44
11598345,2.40
11598347,10.00
11598357,15.77
11598419,3.71
11598423,47.83
11598447,1.23
11598457,543.95
11598471,15.32
11598485,1.89
11598489,19.84
11598494,77.95
11598496,7.36
11598503,3.37
11598506,4.34
11598509,10.29
11598519,3.49
11598524,2.81
11598525,15.24
11598526,2.62
11598531,2.00
11598537,5.66
11598565,5.70
11598604,2.79
11598612,6.18
11598617,10.44
11598625,1.81
11598628,3.11
11598635,14.74
11598640,2.73
11598660,3.52
11598665,2.69
11598714,2.04
11598719,9.03
11598721,8.26
11598725,3.40
11598728,1.39
11598738,8.94
11598773,1.31
11598775,12.62
11598808,1.93
11598829,2.18
11598840,1.91
11598859,9.35
11598871,2.00
11598873,25.58
11598882,2.19
11598885,4.75
11598888,3.59
11598891,2.60
11598895,129.59
11598901,12.62
11598935,5.52
11598941,1.88
11598968,1.79
11598970,2.80
11598974,2.28
11599007,2.70
11599009,3.24
11599035,2.11
11599041,14.74
11599052,2.14
11599056,3.16
11599069,5.07
11599083,12.31
11599124,6.52
11599149,2.10
11599155,5.24
11599156,3.64
11599176,4.49
11599192,4784.00
11599208,1.93
11599215,2.66
11599218,3.31
11599221,10.95
11599257,3.86
11599280,5.51
11599304,5.60
11599317,0.95
11599340,7.31
11599357,1.50
11599363,1.86
11599377,0.88
11599399,45.01
11599412,2.47
11599415,2.06
11599448,5.76
11599452,1.37
11599464,8.52
11599471,14.18
11599487,3.51
11599581,41.67
11599594,69.33
11599601,2.62
11599604,5.42
11599608,2.88
11599612,4.62
11599640,53.17
11599643,2.20
11599681,5.70
11599687,14.42
11599717,8.98
11599727,2.24
11599781,13.34
11599803,18.57
11599849,2.62
11599880,3.12
11599901,4.75
11599929,1.93
11599931,1.24
11599939,2.71
11599968,9.56
11599972,3.25
11599980,3.24
11599995,14.41
11599996,4.92
11600001,1.69
11600014,13.14
11600042,0.88
11600071,1.79
11600094,13.46
11600121,82.71
11600133,5.67
11600140,4.96
11600158,3.59
11600168,4.99
11600177,2.17
11600193,12.45
11600195,7.22
11600200,2.77
11600203,9.67
11600229,3.07
11600244,1.34
11600261,5.54
11600270,2.49
11600283,1.98
11600291,11.90
11600306,6.50
11600327,12.07
11600336,13.71
11600350,2.14
11600425,5.47
11600434,13.48
11600436,6.35
11600484,503.01
11600491,3.20
11600512,3.36
11600525,2.57
11600563,3.03
11600569,5.98
11600576,12.74
11600653,3.59
11600709,5.75
11600808,15.96
11600883,3.00
11600894,3.36
11600896,2.61
11600923,3.31
11600951,7.00
11600964,4.54
11601022,3.56
11601033,14.55
11601036,5.71
11601087,1.75
11601105,2.92
11601118,11.83
11601138,10.64
11601163,774.59
11601164,9.32
11601238,4.55
11601282,4.00
11601310,2.22
11601336,20.64
11601343,10.64
11601348,2.51
11601358,6.28
11601362,5.55
11601374,8.44
11601376,5.34
11601393,14.97
11601394,10.69
11601401,2.42
11601441,3.87
11601451,7.60
11601455,9.74
11601562,4.99
11601600,8.17
11601613,1.69
11601615,18.80
11601641,16.71
11601661,3.62
11601695,3.60
11601715,3.27
11601892,66.00
11601893,1.37
11601901,10.16
11601904,2.19
11601908,13.84
11601932,17.41
11601939,4.01
11601957,4.25
11602048,5.06
11602100,2.28
11602200,6.57
11602219,1.50
11602234,2.80
11602238,13.55
11602263,7.20
11602270,1.71
11602288,18.97
11602340,3.31
11602379,20.47
11602380,13.58
11602392,17.68
11602404,9.32
11602412,9.99
11602426,17.09
11602454,7.23
11602481,2.19
11602510,1.21
11602532,5.61
11602566,48.14
11602574,5.21
11602587,43.91
11602606,3.23
11602647,2.75
11602651,8.88
11602673,1.89
11602686,241.82
11602689,12.68
11602692,3.41
11602703,3.31
11602756,6.15
11602798,2.12
11602834,1.88
11602899,3.01
11602911,5.66
11602931,2.85
11602958,63.56
11602959,4.75
11602983,24.23
11603006,10.12
11603020,2.69
11603027,1.69
11603033,2.89
11603044,5.18
11603061,11.84
11603073,14.97
11603115,1.95
11603117,2.51
11603119,7.77
11603139,4.77
11603168,6.55
11603208,3.75
11603211,3.70
11603258,4.06
11603271,2.99
11603275,1.86
11603302,2.87
11603304,3.11
11603322,8.30
11603333,39.76
11603352,8.71
11603365,7.27
11603389,26.17
11603399,3.35
11603423,1.00
11603434,4.38
11603440,10.20
11603449,7.32
11603493,42.67
11603494,7.96
11603505,3.33
11603514,5.28
11603519,3.73
11603540,3.45
11603547,15.69
11603565,3.38
11603567,47.94
11603568,13.33
11603573,16.26
11603585,20.72
11603612,7.85
11603635,3.20
11603641,4.96
11603652,3.23
11603657,13.31
11603664,2.42
11603762,9.24
11603797,2.24
11603891,12.04
11603927,8.37
11603929,6.42
11603967,6.82
11603974,94.76
11603979,19.46
11604032,3.37
11604037,2.63
11604069,2.21
11604118,1.45
11604129,11.20
11604133,28.30
11604171,2.15
11604195,71.54
11604219,2.00
11604290,18.69
11604303,5.73
11604320,17.62
11604328,6.18
11604387,2.28
11604412,1.96
11604431,13.80
11604478,9.72
11604502,2.79
11604524,10.97
11604533,6.32
11604563,4.24
11604602,11.60
11604605,4.43
11604610,1.44
11604627,7.11
11604640,4.00
11604664,2.36
11604669,1.40
11604672,4.10
11604677,0.60
11604681,1.93
11604725,4.53
11604726,62.79
11604740,3.06
11604768,0.93
11604819,2.78
11604824,14.47
11604836,4.53
11604869,2.39
11604887,12.80
11604896,1.91
11604945,27.36
11604946,97.97
11604947,84.13
11604950,21.85
11604955,30.14
11604957,60.00
11604960,8.39
11604962,31.58
11604966,3.36
11604967,9.10
11604968,7.71
11604969,3.58
11604970,3.26
11604973,8.50
11604975,2.42
11604977,2.87
11604980,7.52
11604981,5.38
11604982,8.53
11604983,46.70
11604984,31.50
11604985,1.17
11604987,14.29
11604994,4.86
11604996,13.39
11605003,11.28
11605004,3.45
11605006,7.55
11605009,22.20
11605013,1.98
11605017,11.55
11605019,19.97
11605024,13.39
11605025,1.75
11605026,8.86
11605032,9.10
11605038,6.42
11605045,1.75
11605047,35.88
11605049,7.92
11605058,55.50
11605060,20.57
11605075,1.80
11605078,61.68
11605084,4.82
11605085,8.60
11605099,18.86
11605120,7.83
11605124,8.10
11605127,16.46
11605139,11.02
11605141,1.76
11605143,57.86
11605177,11.98
11605180,3.67
11605207,2.48
11605225,4.46
11605231,6.00
11605232,16.47
11605237,17.04
11605250,3.29
11605264,13.29
11605266,45.68
11605286,2.58
11605293,8.94
11605298,5.62
11605299,9.30
11605312,2.97
11605313,11.84
11605317,1.59
11605320,236.66
